,Tanggal,Temperatur minimum (°C),Temperatur maksimum (°C),Temperatur rata-rata (°C),Kelembapan rata-rata (%),Curah hujan (mm),Lamanya penyinaran matahari (jam),Kecepatan angin maksimum (m/s),Kecepatan angin rata-rata (m/s),Label,season_Musim Hujan
4204,2019-07-06,22.0,31.8,26.7,80.0,0.3,4.1,4.0,2.0,0,0
4205,2019-07-07,23.0,32.0,26.8,78.0,12.000000000000002,6.25,4.0,1.0,0,0
4206,2019-07-08,23.0,31.6,25.7,82.0,23.700000000000003,8.4,3.0,1.0,0,0
4207,2019-07-09,21.0,31.2,25.2,85.0,35.4,7.3,3.0,1.0,0,0
4208,2019-07-10,22.0,30.6,25.4,80.0,7.4,7.3,4.0,2.0,0,0
4209,2019-07-11,21.0,31.8,25.6,76.0,6.67,5.2,4.0,1.0,0,0
4210,2019-07-12,20.0,32.3,25.8,74.5,5.94,8.4,3.0,1.0,0,0
4211,2019-07-13,20.0,32.0,26.0,73.0,5.21,10.5,4.0,2.0,0,0
4212,2019-07-14,21.0,31.0,25.4,78.0,4.48,9.7,5.0,1.0,0,0
4213,2019-07-15,21.0,31.4,25.1,74.0,3.75,6.2,3.0,1.0,0,0
4214,2019-07-16,20.0,32.0,25.3,71.0,3.0199999999999996,5.9,3.0,1.0,0,0
4215,2019-07-17,19.0,31.8,24.9,73.0,2.29,9.4,5.0,1.0,0,0
4216,2019-07-18,19.0,32.0,25.3,70.0,1.5599999999999996,8.4,6.0,2.0,0,0
4217,2019-07-19,20.0,30.8,25.6,76.0,0.8299999999999992,9.1,4.0,2.0,0,0
4218,2019-07-20,21.5,32.6,27.2,79.0,0.1,4.5,4.0,1.0,0,0
4219,2019-07-21,23.0,33.6,27.4,76.0,1.1925925925925926,5.1,3.0,1.0,0,0
4220,2019-07-22,23.0,33.0,26.8,82.0,2.285185185185185,8.6,4.0,1.0,0,0
4221,2019-07-23,22.0,32.2,26.4,75.0,3.3777777777777778,8.5,4.0,1.0,0,0
4222,2019-07-24,21.0,33.4,25.8,76.0,4.47037037037037,10.3,3.0,1.0,0,0
4223,2019-07-25,21.0,33.2,25.9,72.0,5.562962962962962,8.1,4.0,2.0,0,0
4224,2019-07-26,21.0,32.4,25.7,75.0,6.655555555555555,7.3,4.0,1.0,0,0
4225,2019-07-27,21.0,31.8,25.5,76.0,7.748148148148148,9.4,3.0,1.0,0,0
4226,2019-07-28,21.0,33.7,26.0,78.0,8.84074074074074,8.1,3.0,1.0,0,0
4227,2019-07-29,21.0,32.5,26.7,74.0,9.933333333333332,8.6,5.0,2.0,0,0
4228,2019-07-30,22.0,32.6,26.3,73.0,11.025925925925925,8.3,3.0,1.0,0,0
4229,2019-07-31,21.0,33.4,26.4,70.0,12.118518518518519,8.2,3.0,1.0,0,0
4230,2019-08-01,22.0,33.0,26.0,68.0,13.21111111111111,8.9,3.0,1.0,0,0
4231,2019-08-02,22.0,32.7,26.1,73.0,14.303703703703702,9.0,5.0,1.0,0,0
4232,2019-08-03,21.0,32.6,25.8,75.0,15.396296296296295,7.6,4.0,1.0,0,0
4233,2019-08-04,21.0,33.2,25.4,71.0,16.48888888888889,7.2,5.0,1.0,0,0
4234,2019-08-05,19.5,32.6,24.7,72.0,17.581481481481482,8.7,3.0,1.0,0,0
4235,2019-08-06,18.0,31.6,24.1,68.0,18.674074074074074,7.9,5.0,2.0,0,0
4236,2019-08-07,19.0,32.0,25.1,71.0,19.766666666666666,9.4,2.0,1.0,0,0
4237,2019-08-08,20.0,32.6,25.3,67.0,20.85925925925926,9.1,3.0,2.0,0,0
4238,2019-08-09,21.0,32.1,25.6,75.0,21.951851851851853,8.2,3.0,1.0,0,0
4239,2019-08-10,21.0,33.2,25.4,72.0,23.044444444444444,6.2,5.0,1.0,0,0
4240,2019-08-11,21.0,33.4,25.9,74.0,24.13703703703704,9.5,3.0,1.0,0,0
4241,2019-08-12,20.0,32.3,25.6,74.0,25.22962962962963,9.2,4.0,1.0,0,0
4242,2019-08-13,20.0,33.0,25.8,74.0,26.322222222222223,7.5,4.0,1.0,0,0
4243,2019-08-14,20.0,32.6,26.8,76.0,27.414814814814815,8.6,4.0,2.0,0,0
4244,2019-08-15,22.0,32.8,25.6,82.0,28.507407407407406,7.5,13.0,1.0,0,0
4245,2019-08-16,21.0,32.6,26.1,81.0,29.6,6.2,3.0,1.0,1,0
4246,2019-08-17,21.0,32.4,26.0,78.0,52.3,6.7,3.0,1.0,0,0
4247,2019-08-18,21.0,32.8,26.1,70.0,46.733333333333334,7.1,5.0,1.0,0,0
4248,2019-08-19,20.0,33.8,25.7,72.0,41.166666666666664,8.0,4.0,1.0,0,0
4249,2019-08-20,21.0,32.4,25.7,73.0,35.599999999999994,10.5,4.0,2.0,0,0
4250,2019-08-21,21.0,33.3,26.1,72.0,30.03333333333333,8.3,5.0,2.0,0,0
4251,2019-08-22,21.0,32.7,25.6,76.0,24.466666666666665,5.9,3.0,1.0,0,0
4252,2019-08-23,21.0,32.1,25.8,80.0,18.9,6.6,4.0,1.0,0,0
4253,2019-08-24,21.0,32.4,25.3,79.0,17.549999999999997,7.5,3.0,1.0,0,0
4254,2019-08-25,21.0,32.4,25.8,76.0,16.2,9.2,3.0,1.0,0,0
4255,2019-08-26,22.0,31.8,26.1,78.0,14.85,8.2,3.0,1.0,0,0
4256,2019-08-27,22.0,32.6,25.7,82.0,13.5,5.1,3.0,1.0,0,0
4257,2019-08-28,22.0,32.5,26.0,87.0,1.8,7.6,4.0,1.0,0,0
4258,2019-08-29,22.0,32.4,26.3,80.0,54.2,3.9,4.0,1.0,0,0
4259,2019-08-30,22.0,33.0,25.6,78.0,50.45714285714286,7.8,5.0,1.0,0,0
4260,2019-08-31,20.0,32.4,24.9,76.0,46.714285714285715,9.9,4.0,1.0,0,0
4261,2019-09-01,20.0,33.2,26.1,75.0,42.971428571428575,9.2,3.0,1.0,0,0
4262,2019-09-02,21.0,32.7,26.0,79.0,39.22857142857143,9.4,3.0,1.0,0,0
4263,2019-09-03,22.0,34.0,27.8,72.0,35.48571428571429,6.2,3.0,1.0,0,0
4264,2019-09-04,23.0,32.8,25.4,82.0,31.742857142857144,7.2,8.0,1.0,1,0
4265,2019-09-05,21.0,31.8,25.6,82.0,28.0,8.1,3.0,1.0,0,0
4266,2019-09-06,20.0,32.2,25.1,76.0,0.3,7.4,2.0,1.0,0,0
4267,2019-09-07,20.5,32.2,25.8,76.0,0.8999999999999999,8.7,2.0,1.0,0,0
4268,2019-09-08,21.0,32.4,26.6,70.0,1.5,8.8,4.0,1.0,0,0
4269,2019-09-09,22.0,33.4,26.5,74.0,2.0999999999999996,7.5,3.0,1.0,0,0
4270,2019-09-10,22.0,35.0,28.1,64.0,2.6999999999999997,9.3,5.0,1.0,0,0
4271,2019-09-11,20.0,34.5,26.3,63.0,3.3,10.1,6.0,2.0,0,0
4272,2019-09-12,19.0,32.9,24.0,76.0,3.8999999999999995,10.0,4.0,1.0,1,0
4273,2019-09-13,20.0,31.6,25.1,71.0,4.5,8.7,3.0,1.0,0,0
4274,2019-09-14,19.0,32.0,24.7,71.0,7.283333333333333,6.9,7.0,1.0,0,0
4275,2019-09-15,20.0,32.2,25.1,70.0,10.066666666666666,8.9,3.0,2.0,0,0
4276,2019-09-16,21.0,33.1,26.9,75.0,12.85,7.2,5.0,2.0,0,0
4277,2019-09-17,22.0,33.3,26.7,77.0,15.633333333333333,8.1,3.0,1.0,0,0
4278,2019-09-18,22.0,34.8,25.8,81.0,18.416666666666664,8.7,3.0,1.0,0,0
4279,2019-09-19,22.0,33.0,27.0,76.0,21.2,8.3,3.0,1.0,0,0
4280,2019-09-20,22.0,32.8,26.3,67.0,19.1875,6.1,4.0,1.0,1,0
4281,2019-09-21,22.0,33.3,26.5,70.0,17.174999999999997,7.4,4.0,1.0,0,0
4282,2019-09-22,22.0,33.6,26.7,72.0,15.162499999999998,9.6,4.0,1.0,0,0
4283,2019-09-23,22.0,33.4,28.0,68.0,13.149999999999999,9.8,7.0,2.0,0,0
4284,2019-09-24,22.0,34.4,28.5,67.0,11.1375,9.8,5.0,2.0,0,0
4285,2019-09-25,22.0,34.45,25.5,81.0,9.124999999999998,8.5,4.0,1.0,0,0
4286,2019-09-26,22.0,34.5,26.2,82.0,7.112499999999997,7.6,4.0,1.0,0,0
4287,2019-09-27,22.0,33.7,26.9,73.0,5.1,7.1,3.0,1.0,0,0
4288,2019-09-28,22.0,34.0,26.3,80.0,9.5,7.7,5.0,1.0,0,0
4289,2019-09-29,21.0,32.6,25.5,85.0,13.9,8.3,5.0,1.0,0,0
4290,2019-09-30,22.0,33.1,26.6,78.0,78.6,6.4,5.0,1.0,0,0
4291,2019-10-01,20.0,33.3,25.8,80.0,71.93333333333332,6.8,3.0,1.0,0,1
4292,2019-10-02,21.0,32.6,26.7,77.0,65.26666666666667,7.7,4.0,1.0,0,1
4293,2019-10-03,22.0,32.6,26.8,78.0,58.599999999999994,7.1,3.0,1.0,0,1
4294,2019-10-04,22.0,34.8,27.2,68.0,51.93333333333333,6.8,6.0,2.0,0,1
4295,2019-10-05,21.0,34.8,26.9,68.0,45.266666666666666,8.8,3.0,1.0,0,1
4296,2019-10-06,22.0,34.7,27.7,65.0,38.599999999999994,8.7,5.0,2.0,0,1
4297,2019-10-07,22.0,33.0,27.1,69.0,31.93333333333333,9.1,5.0,2.0,0,1
4298,2019-10-08,21.0,34.4,25.6,80.0,25.266666666666666,7.9,8.0,1.0,0,1
4299,2019-10-09,22.0,32.5,25.4,86.0,18.6,7.8,4.0,1.0,0,1
4300,2019-10-10,22.0,32.0,25.2,88.0,44.0,6.2,3.0,1.0,0,1
4301,2019-10-11,22.5,33.0,26.4,82.0,130.1,4.4,4.0,2.0,0,1
4302,2019-10-12,23.0,32.9,26.9,77.0,66.69999999999999,5.8,4.0,1.0,0,1
4303,2019-10-13,21.0,33.3,25.7,79.0,3.3,7.2,3.0,0.0,0,1
4304,2019-10-14,22.0,33.7,27.0,79.0,8.0,7.9,5.0,1.0,0,1
4305,2019-10-15,23.0,33.0,26.1,84.0,40.0,8.5,5.0,1.0,0,1
4306,2019-10-16,21.0,32.6,26.0,84.0,72.0,6.9,6.0,2.0,0,1
4307,2019-10-17,22.0,33.6,26.7,82.0,0.6,7.4,5.0,2.0,0,1
4308,2019-10-18,23.0,32.4,26.7,80.0,7.8,8.1,3.0,1.0,0,1
4309,2019-10-19,22.5,33.0,27.6,76.0,16.3,8.0,3.0,1.0,0,1
4310,2019-10-20,22.0,33.8,27.3,72.0,17.825,8.7,5.0,1.0,0,1
4311,2019-10-21,21.0,36.1,27.6,68.0,19.35,7.7,6.0,2.0,0,1
4312,2019-10-22,21.0,36.0,28.7,61.0,20.875,9.5,6.0,2.0,0,1
4313,2019-10-23,21.0,35.8,27.9,69.0,22.4,10.4,4.0,1.0,0,1
4314,2019-10-24,22.0,34.4,27.7,72.0,23.925,8.8,4.0,1.0,0,1
4315,2019-10-25,22.5,34.2,28.0,74.0,25.45,8.4,4.0,1.0,0,1
4316,2019-10-26,23.0,34.3,26.1,79.0,26.975,8.1,5.0,2.0,0,1
4317,2019-10-27,22.0,33.1,26.0,84.0,28.5,7.8,5.0,1.0,0,1
4318,2019-10-28,22.0,33.8,26.1,82.0,1.4,6.2,5.0,1.0,1,1
4319,2019-10-29,22.0,33.4,25.5,83.0,41.3,8.3,10.0,1.0,0,1
4320,2019-10-30,21.0,33.4,26.6,76.0,10.0,6.6,4.0,1.0,0,1
4321,2019-10-31,22.0,33.6,27.0,76.0,9.32,9.3,4.0,1.0,0,1
4322,2019-11-01,23.0,32.0,26.8,81.0,8.64,9.2,6.0,1.0,0,1
4323,2019-11-02,22.0,32.6,26.9,78.0,7.96,6.1,4.0,1.0,0,1
4324,2019-11-03,23.0,33.4,26.6,81.0,7.279999999999999,8.2,5.0,1.0,0,1
4325,2019-11-04,22.0,33.4,26.5,78.0,6.6,6.3,4.0,2.0,1,1
4326,2019-11-05,22.0,34.1,27.05,75.0,5.728571428571429,7.0,4.0,2.0,1,1
4327,2019-11-06,22.0,33.4,27.6,72.0,4.857142857142857,8.4,3.0,1.0,0,1
4328,2019-11-07,20.0,35.2,26.5,72.0,3.9857142857142858,8.3,5.0,1.0,0,1
4329,2019-11-08,22.0,33.8,27.9,69.0,3.1142857142857143,10.5,4.0,1.0,1,1
4330,2019-11-09,22.0,35.6,28.5,66.0,2.242857142857143,10.1,3.0,1.0,0,1
4331,2019-11-10,22.0,35.2,28.1,68.0,1.3714285714285719,10.2,5.0,2.0,0,1
4332,2019-11-11,23.0,34.5,26.8,79.0,0.5,9.3,5.0,1.0,0,1
4333,2019-11-12,22.0,33.0,27.8,82.0,45.7,8.5,5.0,1.0,0,1
4334,2019-11-13,22.0,32.6,26.4,82.0,0.1,6.5,10.0,2.0,0,1
4335,2019-11-14,22.0,29.6,25.7,86.0,57.5,0.0,4.0,1.0,0,1
4336,2019-11-15,23.0,33.8,26.6,81.0,33.4,0.0,10.0,2.0,0,1
4337,2019-11-16,21.0,34.8,27.9,70.0,9.3,7.3,5.0,2.0,0,1
4338,2019-11-17,22.0,34.4,28.1,75.0,8.225000000000001,10.7,6.0,1.0,0,1
4339,2019-11-18,23.0,35.7,28.3,68.0,7.15,9.7,8.0,2.0,0,1
4340,2019-11-19,23.0,33.8,28.6,74.0,6.075,6.0,4.0,2.0,0,1
4341,2019-11-20,22.0,33.5,26.4,82.0,5.0,8.8,18.0,2.0,0,1
4342,2019-11-21,22.0,32.7,26.4,81.0,61.7,8.4,4.0,1.0,0,1
4343,2019-11-22,23.0,32.4,27.4,81.0,5.8,6.3,5.0,1.0,0,1
4344,2019-11-23,24.0,32.8,27.1,80.0,1.0,4.6,5.0,2.0,0,1
4345,2019-11-24,22.0,33.4,27.3,78.0,2.1,6.8,4.0,2.0,0,1
4346,2019-11-25,23.0,33.4,27.0,83.0,4.949999999999999,7.7,4.0,1.0,0,1
4347,2019-11-26,23.0,33.0,27.8,81.0,7.8,6.2,5.0,1.0,0,1
4348,2019-11-27,24.0,32.8,27.4,80.0,19.666666666666668,6.2,6.0,2.0,0,1
4349,2019-11-28,24.0,33.2,26.95,83.5,31.533333333333335,5.3,8.0,2.0,0,1
4350,2019-11-29,23.0,32.8,26.5,87.0,43.4,0.0,6.0,2.0,0,1
4351,2019-11-30,23.0,32.2,26.6,91.0,83.6,7.9,6.0,1.0,0,1
4352,2019-12-01,23.0,33.7,27.7,82.0,9.3,5.8,4.0,1.0,0,1
4353,2019-12-02,24.0,32.8,27.3,85.0,16.5,0.0,5.0,1.0,0,1
4354,2019-12-03,23.0,33.3,27.7,80.0,1.6,4.0,6.0,1.0,0,1
4355,2019-12-04,23.0,33.2,27.8,81.0,9.450000000000001,8.3,4.0,1.0,0,1
4356,2019-12-05,23.0,32.1,26.2,91.0,17.3,8.6,6.0,1.0,0,1
4357,2019-12-06,23.0,31.3,26.7,88.0,63.4,6.5,6.0,1.0,1,1
4358,2019-12-07,22.0,29.8,26.0,89.0,1.9,3.0,4.0,2.0,0,1
4359,2019-12-08,22.0,32.3,26.6,84.0,0.0,0.4,5.0,1.0,0,1
4360,2019-12-09,23.0,33.2,25.9,85.0,4.9,0.0,5.0,1.0,0,1
4361,2019-12-10,23.0,30.9,25.9,88.0,34.3,7.8,5.0,1.0,0,1
4362,2019-12-11,23.0,32.9,25.3,88.0,44.9,3.8,12.0,1.0,0,1
4363,2019-12-12,22.5,28.4,24.9,90.0,55.5,6.2,4.0,1.0,0,1
4364,2019-12-13,22.0,32.0,25.7,87.0,43.95,1.2,8.0,2.0,0,1
4365,2019-12-14,22.5,32.0,25.1,90.0,32.4,4.6,4.0,1.0,0,1
4366,2019-12-15,23.0,31.6,25.9,87.0,141.0,8.1,6.0,1.0,0,1
4367,2019-12-16,23.5,30.5,25.8,90.0,72.15,5.1,3.0,1.0,0,1
4368,2019-12-17,24.0,31.0,24.3,96.0,3.3,1.7,3.0,1.0,0,1
4369,2019-12-18,22.0,31.8,25.2,89.0,30.3,3.3,2.0,1.0,0,1
4370,2019-12-19,22.5,31.2,25.6,88.0,8.2,0.0,4.0,1.0,0,1
4371,2019-12-20,23.0,32.4,26.3,82.0,19.5,7.1,5.0,3.0,0,1
4372,2019-12-21,23.0,33.0,26.3,88.0,22.6,6.8,4.0,2.0,0,1
4373,2019-12-22,23.0,31.8,26.1,87.0,20.3,8.6,6.0,1.0,0,1
4374,2019-12-23,22.0,32.7,26.2,86.0,9.1,5.0,4.0,1.0,0,1
4375,2019-12-24,23.0,33.0,26.8,84.0,7.05,0.0,4.0,1.0,0,1
4376,2019-12-25,24.0,29.4,26.0,90.0,5.0,8.2,8.0,2.0,0,1
4377,2019-12-26,22.0,30.5,25.5,90.0,10.5,0.0,3.0,2.0,0,1
4378,2019-12-27,23.0,31.3,25.5,90.0,21.3,7.8,3.0,1.0,0,1
4379,2019-12-28,22.0,29.2,25.1,92.0,4.0,2.0,4.0,1.0,0,1
4380,2019-12-29,23.0,30.0,26.1,84.0,9.533333333333335,0.0,3.0,1.0,0,1
4381,2019-12-30,23.0,32.6,27.0,84.0,15.066666666666668,4.2,6.0,1.0,0,1
4382,2019-12-31,24.0,30.4,25.7,92.0,20.6,6.2,5.0,2.0,0,1
4383,2020-01-01,22.5,26.5,24.6,95.0,44.4,3.2,4.0,1.0,1,1
4384,2020-01-02,23.0,29.8,25.7,92.0,34.4,0.0,4.0,1.0,0,1
4385,2020-01-03,23.3,30.2,26.1,88.0,0.3,1.2,3.0,1.0,0,1
4386,2020-01-04,23.25,28.6,25.8,92.0,0.3,3.7,3.0,1.0,0,1
4387,2020-01-05,23.2,28.2,25.2,92.0,3.3,0.0,5.0,2.0,0,1
4388,2020-01-06,23.3,28.4,24.9,94.0,6.2,0.0,3.0,1.0,0,1
4389,2020-01-07,23.0,31.0,26.4,90.0,9.3,0.0,4.0,1.0,0,1
4390,2020-01-08,23.6,29.6,25.2,93.0,2.5,4.4,5.0,2.0,0,1
4391,2020-01-09,23.3,27.8,25.2,94.0,3.0,1.1,5.0,2.0,0,1
4392,2020-01-10,23.0,28.7,25.5,85.0,9.1,0.0,6.0,3.0,0,1
4393,2020-01-11,22.3,29.4,25.9,86.0,8.2,1.25,8.0,2.0,0,1
4394,2020-01-12,21.6,32.3,27.1,79.0,7.3,2.5,5.0,2.0,0,1
4395,2020-01-13,22.2,31.4,26.8,82.0,6.3999999999999995,7.7,5.0,1.0,0,1
4396,2020-01-14,23.2,30.8,26.9,83.0,5.5,5.6,5.0,2.0,1,1
4397,2020-01-15,23.4,29.9,25.3,92.0,4.6,7.8,2.0,1.0,0,1
4398,2020-01-16,23.2,32.4,26.2,86.0,5.3,0.4,4.0,1.0,0,1
4399,2020-01-17,23.0,31.8,26.4,86.0,9.0,8.1,4.0,2.0,1,1
4400,2020-01-18,22.8,30.0,26.3,87.0,83.0,5.9,3.0,1.0,0,1
4401,2020-01-19,23.0,32.4,26.7,87.0,0.2,3.1,5.0,1.0,0,1
4402,2020-01-20,23.0,31.2,26.5,90.0,99.9,8.6,6.0,1.0,1,1
4403,2020-01-21,23.0,30.2,26.75,87.5,10.9,6.949999999999999,4.0,2.0,0,1
4404,2020-01-22,23.0,31.5,27.0,85.0,10.1,5.3,4.0,2.0,0,1
4405,2020-01-23,24.0,30.0,26.3,92.0,9.3,7.3,4.0,2.0,0,1
4406,2020-01-24,23.2,28.4,25.1,94.0,8.5,2.7,4.0,1.0,0,1
4407,2020-01-25,23.8,26.9,25.1,96.0,2.0,0.0,3.0,1.0,0,1
4408,2020-01-26,22.3,31.2,25.6,91.0,9.6,0.0,4.0,2.0,0,1
4409,2020-01-27,23.4,31.0,26.4,88.0,43.7,4.8,4.0,1.0,0,1
4410,2020-01-28,22.6,31.2,26.1,88.0,9.2,3.6,3.0,1.0,0,1
4411,2020-01-29,23.1,32.3,27.3,84.0,5.1499999999999995,4.4,4.0,2.0,0,1
4412,2020-01-30,23.35,30.1,26.4,85.0,1.1,6.5,4.0,1.0,0,1
4413,2020-01-31,23.6,29.4,25.7,92.0,13.85,0.6,4.0,1.0,0,1
4414,2020-02-01,22.0,28.4,24.7,92.0,26.6,0.2,4.0,1.0,0,1
4415,2020-02-02,22.8,27.4,24.5,92.0,3.1,1.5,2.0,1.0,0,1
4416,2020-02-03,21.5,29.1,24.8,93.0,4.5,0.1,4.0,2.0,0,1
4417,2020-02-04,23.2,29.0,26.4,87.0,4.8,2.6,3.0,1.0,0,1
4418,2020-02-05,23.0,30.6,25.4,88.0,0.2,2.6,5.0,2.0,0,1
4419,2020-02-06,22.2,28.8,24.9,91.0,26.6,3.0,3.0,1.0,0,1
4420,2020-02-07,23.6,31.0,25.3,94.0,32.6,0.0,5.0,2.0,0,1
4421,2020-02-08,22.8,30.1,26.0,87.0,116.7,4.2,3.0,2.0,0,1
4422,2020-02-09,22.4,30.7,25.9,83.0,0.9,5.8,8.0,2.0,0,1
4423,2020-02-10,23.5,33.8,27.1,78.0,0.55,3.9,5.0,2.0,1,1
4424,2020-02-11,23.2,33.4,27.2,80.0,0.2,4.6,8.0,4.0,0,1
4425,2020-02-12,24.4,33.0,27.1,84.0,0.30000000000000004,3.2,5.0,2.0,0,1
4426,2020-02-13,24.4,31.4,27.0,86.0,0.4,3.0,8.0,1.0,0,1
4427,2020-02-14,23.6,30.7,25.1,93.0,7.9,4.9,5.0,1.0,0,1
4428,2020-02-15,23.0,32.6,25.9,89.0,15.4,4.0,6.0,1.0,1,1
4429,2020-02-16,22.0,30.3,25.7,90.0,40.3,6.7,4.0,1.0,0,1
4430,2020-02-17,22.8,30.2,25.2,90.0,10.2,3.6,4.0,1.0,0,1
4431,2020-02-18,22.4,29.8,24.2,92.0,5.8,0.1,6.0,2.0,1,1
4432,2020-02-19,22.0,29.0,24.4,93.0,56.8,2.1,8.0,1.0,0,1
4433,2020-02-20,22.2,27.6,24.4,95.0,39.2,1.2,4.0,1.0,0,1
4434,2020-02-21,23.0,30.3,26.9,84.0,5.2,0.0,3.0,1.0,0,1
4435,2020-02-22,22.3,30.6,26.7,89.0,7.0,6.5,5.0,1.0,0,1
4436,2020-02-23,23.8,30.2,27.0,87.0,29.9,5.2,4.0,2.0,0,1
4437,2020-02-24,22.8,29.3,25.3,94.0,52.8,4.6,4.0,0.0,1,1
4438,2020-02-25,23.2,28.6,25.8,90.0,19.2,0.0,3.0,1.0,0,1
4439,2020-02-26,22.8,28.8,25.4,90.0,0.3,0.0,3.0,0.0,0,1
4440,2020-02-27,23.4,31.0,26.3,88.0,9.6,0.0,5.0,1.0,1,1
4441,2020-02-28,23.4,29.3,24.5,96.0,38.7,1.9,3.0,0.0,0,1
4442,2020-02-29,23.1,30.3,25.1,94.0,8.3,0.0,6.0,1.0,0,1
4443,2020-03-01,23.2,30.0,26.2,92.0,120.6,3.3,4.0,1.0,0,1
4444,2020-03-02,23.0,31.7,27.6,82.0,1.5,5.75,3.0,2.0,1,1
4445,2020-03-03,22.8,31.8,26.9,84.0,5.066666666666666,8.2,4.0,1.0,0,1
4446,2020-03-04,23.1,31.1,25.9,87.0,8.633333333333333,7.2,4.0,1.0,1,1
4447,2020-03-05,22.4,29.7,25.7,84.0,12.2,4.1,3.0,1.0,0,1
4448,2020-03-06,21.4,31.8,26.7,80.0,0.2,1.0,5.0,2.0,1,1
4449,2020-03-07,23.3,31.8,27.0,81.0,0.5333333333333333,7.8,4.0,1.0,0,1
4450,2020-03-08,22.6,31.6,26.3,84.0,0.8666666666666667,5.0,6.0,1.0,0,1
4451,2020-03-09,23.0,31.7,26.9,80.0,1.2,4.5,4.0,1.0,0,1
4452,2020-03-10,22.8,33.3,27.3,78.0,0.7,4.1,5.0,2.0,0,1
4453,2020-03-11,22.7,32.4,26.8,85.0,0.2,8.4,4.0,1.0,0,1
4454,2020-03-12,22.35,30.0,26.5,88.0,9.8,6.2,3.0,1.0,0,1
4455,2020-03-13,22.0,31.3,26.7,83.0,18.1,0.5,3.0,1.0,0,1
4456,2020-03-14,23.2,33.4,26.3,84.0,10.55,3.95,4.0,2.0,0,1
4457,2020-03-15,23.2,33.4,26.1,86.0,3.0,7.4,5.0,1.0,0,1
4458,2020-03-16,22.799999999999997,31.2,25.8,90.0,56.8,7.0,3.0,1.0,0,1
4459,2020-03-17,22.4,31.8,25.7,87.0,50.4,2.7,5.0,2.0,0,1
4460,2020-03-18,22.0,32.3,26.0,91.0,121.7,8.0,4.0,1.0,0,1
4461,2020-03-19,22.6,30.6,25.1,88.0,104.80000000000001,1.3,5.0,1.0,0,1
4462,2020-03-20,21.6,31.2,25.0,88.0,87.9,3.8,4.0,1.0,0,1
4463,2020-03-21,21.7,31.8,25.9,85.0,10.0,3.0,5.0,1.0,0,1
4464,2020-03-22,23.0,31.200000000000003,26.5,89.0,19.5,6.2,4.0,2.0,0,1
4465,2020-03-23,23.3,30.6,25.6,89.0,24.2,3.8,5.0,1.0,0,1
4466,2020-03-24,22.8,32.1,25.6,90.0,38.95,2.3,5.0,2.0,0,1
4467,2020-03-25,22.6,32.4,25.8,89.0,53.7,6.4,6.0,1.0,0,1
4468,2020-03-26,24.0,29.4,25.7,94.0,8.2,6.2,3.0,1.0,0,1
4469,2020-03-27,23.0,31.3,25.8,90.0,43.6,0.5,6.0,2.0,0,1
4470,2020-03-28,22.7,32.2,26.9,85.0,52.4,4.7,4.0,1.0,0,1
4471,2020-03-29,24.0,32.7,26.5,88.0,30.7,6.7,3.0,2.0,0,1
4472,2020-03-30,23.0,31.8,26.1,87.0,9.0,5.1,3.0,1.0,0,1
4473,2020-03-31,23.2,32.9,26.4,86.0,1.1,4.2,11.0,1.0,1,1
4474,2020-04-01,23.1,32.2,26.9,83.5,21.7,6.6,4.0,1.0,0,0
4475,2020-04-02,23.0,32.6,27.4,81.0,26.325,6.6,3.0,1.0,0,0
4476,2020-04-03,22.8,31.9,26.7,81.0,30.950000000000003,7.5,5.0,3.0,1,0
4477,2020-04-04,23.4,33.2,26.7,84.0,35.575,7.9,5.0,2.0,0,0
4478,2020-04-05,23.2,32.6,26.0,89.0,40.2,7.5,5.0,2.0,0,0
4479,2020-04-06,23.0,31.5,25.1,89.0,5.4,4.6,4.0,1.0,1,0
4480,2020-04-07,22.9,31.6,26.8,85.0,59.4,5.3,4.0,1.0,0,0
4481,2020-04-08,22.8,31.3,26.6,84.0,47.875,6.9,5.0,2.0,0,0
4482,2020-04-09,24.0,31.2,27.5,85.0,36.35,8.1,3.0,1.0,0,0
4483,2020-04-10,23.1,32.8,26.4,87.0,24.825000000000003,3.5,5.0,1.0,0,0
4484,2020-04-11,23.4,33.6,27.3,86.0,13.3,5.6,4.0,1.0,0,0
4485,2020-04-12,23.5,33.2,27.2,84.0,11.0,4.9,4.0,1.0,0,0
4486,2020-04-13,23.6,32.1,27.1,82.0,7.4,7.2,5.0,2.0,0,0
4487,2020-04-14,23.0,31.9,26.6,86.0,3.8,5.3,3.0,1.0,0,0
4488,2020-04-15,24.0,32.0,26.7,86.0,0.2,7.1,4.0,2.0,0,0
4489,2020-04-16,23.6,32.6,26.6,86.0,49.2,4.8,6.0,2.0,0,0
4490,2020-04-17,22.700000000000003,32.6,25.8,88.0,38.7,7.7,5.0,2.0,0,0
4491,2020-04-18,21.8,32.9,25.9,86.0,112.0,8.6,5.0,2.0,0,0
4492,2020-04-19,22.8,33.2,27.0,83.0,15.2,7.8,4.0,2.0,0,0
4493,2020-04-20,24.6,33.2,28.3,82.0,10.5,7.7,4.0,1.0,0,0
4494,2020-04-21,24.8,30.3,27.5,84.0,9.2,7.9,3.0,0.0,0,0
4495,2020-04-22,22.4,33.2,27.4,78.0,5.3,1.0,4.0,1.0,0,0
