Tanggal;Temperatur minimum (°C);Temperatur maksimum (°C);Temperatur rata-rata (°C);Kelembapan rata-rata (%);Curah hujan (mm);Lamanya penyinaran matahari (jam);Kecepatan angin maksimum (m/s);Kecepatan angin rata-rata (m/s);Label;season_Musim Hujan
2008-12-08 00.00.00;22;31.4;26;86;1.4;3.8;2;1;0;1
2008-12-09 00.00.00;23;29.4;26.1;86;11;0;1;1;0;1
2008-12-10 00.00.00;23;28.4;24.3;95;10.1;0.2;2;0;0;1
2008-12-11 00.00.00;23;28.8;24.2;93;9.2;0.2;3;0;0;1
2008-12-12 00.00.00;21;30.4;24.4;91;4.4;4.5;10;0;0;1
2008-12-13 00.00.00;21;31.3;25.3;88;9.5;5.9;3;0;0;1
2008-12-14 00.00.00;23;30.1;25.4;89;3.6;2.1;3;1;0;1
2008-12-15 00.00.00;22;29;25.4;88;2.5;1.3;3;1;0;1
2008-12-16 00.00.00;22;29.7;25.4;90;21.7;0.5;2;2;0;1
2008-12-17 00.00.00;23;30.4;24.9;91;1.1;4.4;2;0;0;1
2008-12-18 00.00.00;22;30.2;25.3;92;28.2;4.1;2;1;0;1
2008-12-19 00.00.00;23;29.6;25.2;91;26.6;4.3;4;0;0;1
2008-12-20 00.00.00;23;26.8;24.8;93;21;1;3;1;0;1
2008-12-21 00.00.00;22;29.9;25.4;86;0;3.8;3;1;0;1
2008-12-22 00.00.00;23;30.5;26.2;87;2.5;3.6;3;1;0;1
2008-12-23 00.00.00;22;28.8;24.5;92;10.5;0;3;1;0;1
2008-12-24 00.00.00;22;31.1;25.6;87;5.6;5.1;2;0;0;1
2008-12-25 00.00.00;22;29.8;24.6;90;6;0.9;3;1;0;1
2008-12-26 00.00.00;22;29.8;24.9;87;16;2.8;5;1;0;1
2008-12-27 00.00.00;22;31.2;26.6;79;0.5;4.9;5;2;0;1
2008-12-28 00.00.00;22;31.8;26.2;80;0.6;7.4;5;2;0;1
2008-12-29 00.00.00;22;28.5;24.2;92;1;0;3;2;0;1
2008-12-30 00.00.00;22;31.5;26;82;8;4;3;0;0;1
2008-12-31 00.00.00;22;31;25.6;84;8.5;4.9;3;1;0;1
2009-01-01 00.00.00;23;30.1;26.2;86;0.5;5.3;5;2;0;1
2009-01-02 00.00.00;22;32.1;25.8;87;5.6;6.4;2;2;0;1
2009-01-03 00.00.00;21;31.5;25.8;76;0.8;4.6;3;1;0;1
2009-01-04 00.00.00;20;33;25.8;76;0;7.9;3;2;0;1
2009-01-05 00.00.00;20;32;25.2;80;0;5.6;2;1;0;1
2009-01-06 00.00.00;20;29.6;23.9;86;0;2.4;2;0;0;1
2009-01-07 00.00.00;22;28.5;25;87;2;2.8;1;0;0;1
2009-01-08 00.00.00;22;29;24.9;86;0.4;2.2;4;0;0;1
2009-01-09 00.00.00;22;27.4;24.7;91;19.7;0.1;3;1;0;1
2009-01-10 00.00.00;22;28.3;25;86;0.4;0.3;2;0;0;1
2009-01-11 00.00.00;22;28;23.7;92;1.1;2.3;3;0;0;1
2009-01-12 00.00.00;21;27.2;23.3;95;11.2;0.3;2;1;0;1
2009-01-13 00.00.00;22;24.7;23.6;98;59;0;3;1;0;1
2009-01-14 00.00.00;22;26.8;23.8;95;33;0.2;3;0;0;1
2009-01-15 00.00.00;22;27.3;24.6;89;36.1;0.6;2;1;0;1
2009-01-16 00.00.00;22;27.9;24.3;92;12.8;0.2;3;0;0;1
2009-01-17 00.00.00;22;28.8;25.1;89;4.4;3.1;2;0;0;1
2009-01-18 00.00.00;23;29.2;25.7;87;1.6;2.7;2;1;0;1
2009-01-19 00.00.00;23;27.7;25;92;21.2;0;2;1;0;1
2009-01-20 00.00.00;22;29.2;25.3;88;40.8;5.9;3;1;0;1
2009-01-21 00.00.00;21;29.4;25.5;86;93;4.8;3;2;1;1
2009-01-22 00.00.00;22;30.2;26;85;47.25;5.1;3;0;0;1
2009-01-23 00.00.00;22;30.8;26.4;86;1.5;5.8;2;1;0;1
2009-01-24 00.00.00;23;31.2;25.7;88;0;5.2;3;1;0;1
2009-01-25 00.00.00;22;30.8;25.1;90;20.4;4.6;2;1;0;1
2009-01-26 00.00.00;22;28.7;24.9;91;2.3;1.2;3;1;0;1
2009-01-27 00.00.00;22;29.5;25.5;89;0.1;1.4;2;1;0;1
2009-01-28 00.00.00;23;30.8;25.8;83;2;4;3;1;0;1
2009-01-29 00.00.00;23;30.4;25.7;88;1.75;3.9;3;1;0;1
2009-01-30 00.00.00;23;28.9;24.5;93;1.5;3.5;4;1;0;1
2009-01-31 00.00.00;22;27.8;24.7;92;10.6;0.2;2;1;0;1
2009-02-01 00.00.00;23;30;25.4;89;0.8;2.8;2;0;0;1
2009-02-02 00.00.00;22;26.4;23.7;95;26;0;2;1;0;1
2009-02-03 00.00.00;22;26.8;23.9;94;19.5;0;2;1;0;1
2009-02-04 00.00.00;22;25.7;23.9;91;35.7;0;2;1;0;1
2009-02-05 00.00.00;22;26.2;23.6;96;11.7;0;3;1;0;1
2009-02-06 00.00.00;22;31;23.7;92;20.1;0;2;2;0;1
2009-02-07 00.00.00;22;27.6;24.4;90;34.5;0;4;1;0;1
2009-02-08 00.00.00;22;27.4;24.3;94;11;0.3;4;2;0;1
2009-02-09 00.00.00;22;27.8;25.1;92;9.4;0;3;1;0;1
2009-02-10 00.00.00;22;29.4;25.4;90;35.7;2.8;3;1;0;1
2009-02-11 00.00.00;22;30.4;25.3;86;0;0;3;1;0;1
2009-02-12 00.00.00;21;29.9;25.2;82;2.4;0.7;5;1;0;1
2009-02-13 00.00.00;21;30;25.7;80;1.7;2.6;8;1;0;1
2009-02-14 00.00.00;22;31.5;26.5;73;1;2.8;6;3;0;1
2009-02-15 00.00.00;23;29.6;25.4;87;0.3;1.5;5;2;0;1
2009-02-16 00.00.00;23;28.6;25.1;90;2.3;0.9;5;1;0;1
2009-02-17 00.00.00;22;31.8;25.8;84;0.9;5;4;1;0;1
2009-02-18 00.00.00;23;31.6;25.9;86;0.3;2.8;4;1;0;1
2009-02-19 00.00.00;23;31.8;25.8;85;0.95;2.4;2;1;0;1
2009-02-20 00.00.00;22;31.8;25.6;86;1.6;4;4;1;0;1
2009-02-21 00.00.00;22;30.5;24.7;90;4.7;3.1;3;0;0;1
2009-02-22 00.00.00;21;31.3;24.4;88;4.6;3.8;3;1;0;1
2009-02-23 00.00.00;21;30.4;24.8;90;28.2;1.9;3;1;0;1
2009-02-24 00.00.00;22;30.1;25.4;87;15;3.2;5;1;0;1
2009-02-25 00.00.00;22;30.8;26.6;81;8.5;2.6;8;2;0;1
2009-02-26 00.00.00;23;30.4;26.4;79;2;2.8;5;2;0;1
2009-02-27 00.00.00;24;30.4;26.3;83;1.1;2.2;3;2;0;1
2009-02-28 00.00.00;23;28.4;25.5;90;37.5;0;5;1;0;1
2009-03-01 00.00.00;23;30;26.4;83;8.5;2.6;2;1;0;1
2009-03-02 00.00.00;23;31.8;27.6;67;0.4;6.9;7;0;0;1
2009-03-03 00.00.00;22;31.6;26.3;78;0;5.4;5;3;0;1
2009-03-04 00.00.00;23;32;27;78;0.5;5.8;4;2;0;1
2009-03-05 00.00.00;23;31.4;25.7;86;1;3;2;2;0;1
2009-03-06 00.00.00;23;31.8;26.3;82;13.8;4.2;5;1;0;1
2009-03-07 00.00.00;23;32.4;26.3;84;0;3.4;2;2;0;1
2009-03-08 00.00.00;22;32.6;26.9;76;0;4.8;3;0;0;1
2009-03-09 00.00.00;22;32.5;25.9;84;0;1.8;4;1;0;1
2009-03-10 00.00.00;22;31;24.8;90;20;4.6;5;1;0;1
2009-03-11 00.00.00;21;31.9;24.6;87;21.3;4.2;3;1;0;1
2009-03-12 00.00.00;21;31.7;25.9;81;13.35;5.2;2;1;0;1
2009-03-13 00.00.00;22;31.7;26.1;82;5.4;4.9;4;1;0;1
2009-03-14 00.00.00;23;31.3;25.1;82;7.05;2.4;2;1;0;1
2009-03-15 00.00.00;22;32.2;25.2;87;8.7;3.5;3;1;0;1
2009-03-16 00.00.00;20;33.7;25.4;80;40.5;5.7;3;1;0;1
2009-03-17 00.00.00;21;33.6;27;71;0.4;6.7;3;1;0;1
2009-03-18 00.00.00;21;33;26.6;74;0;6.8;3;1;0;1
2009-03-19 00.00.00;21;31.8;25.2;82;0;4.7;4;1;0;1
2009-03-20 00.00.00;21;32.2;25.6;79;4.6;6.2;3;1;0;1
2009-03-21 00.00.00;22;32.4;26.1;81;0;4.9;5;1;0;1
2009-03-22 00.00.00;22;32.5;25.6;84;0;4.6;3;1;0;1
2009-03-23 00.00.00;22;31.8;25.1;87;30.2;4.5;2;1;0;1
2009-03-24 00.00.00;21;32.4;25.9;82;6.8;5.1;3;0;0;1
2009-03-25 00.00.00;21;32.4;26.2;88;0.2;4.2;2;0;0;1
2009-03-26 00.00.00;22;32.2;24.7;89;26.8;3.5;6;1;0;1
2009-03-27 00.00.00;20;32.8;24.4;86;26.9;5.4;3;1;0;1
2009-03-28 00.00.00;23;31.7;26.1;84;23;4.1;2;1;0;1
2009-03-29 00.00.00;23;30.4;25.5;92;11.4;1.8;4;1;0;1
2009-03-30 00.00.00;21;31;25;84;11.2;4.2;2;0;0;1
2009-03-31 00.00.00;21;32.6;26.2;82;5.6;4.4;3;0;0;1
2009-04-01 00.00.00;22;32.8;25.6;85;0;4.9;2;1;0;0
2009-04-02 00.00.00;23;32.5;26.7;83;2.3;4.8;2;0;0;0
2009-04-03 00.00.00;23;32.4;26.4;83;0;3.3;3;0;0;0
2009-04-04 00.00.00;23;31.4;26.5;87;3.9;4;2;0;0;0
2009-04-05 00.00.00;23;31.8;25.8;88;0;4.2;2;0;0;0
2009-04-06 00.00.00;22;31.6;25.1;89;33.4;3.4;3;1;0;0
2009-04-07 00.00.00;22;30.4;25.2;90;62.2;1.8;1;0;0;0
2009-04-08 00.00.00;22;28.8;24.8;93;31.7;0.2;2;0;0;0
2009-04-09 00.00.00;22;32.3;26.8;82;9.9;4.6;2;0;0;0
2009-04-10 00.00.00;23;31;26.5;84;0;4;2;1;0;0
2009-04-11 00.00.00;23;32.9;27.1;78;0;4.1;2;0;0;0
2009-04-12 00.00.00;24;31.8;27.1;82;0;1.8;3;1;0;0
2009-04-13 00.00.00;22;32.4;25.8;86;0.6;4.2;2;1;0;0
2009-04-14 00.00.00;22;32.3;26.4;84;14.8;2.6;1;1;0;0
2009-04-15 00.00.00;24;32.8;27;88;10.9;3.4;3;0;0;0
2009-04-16 00.00.00;23;30.6;25.6;90;7;2.6;3;1;0;0
2009-04-17 00.00.00;22;33.3;26;87;3;4.5;3;1;0;0
2009-04-18 00.00.00;23;33.6;26.8;81;3.6;5.4;3;1;0;0
2009-04-19 00.00.00;23;32.9;26.2;82;4.2;4.2;2;1;0;0
2009-04-20 00.00.00;23;32;26.7;86;62;4;0;1;0;0
2009-04-21 00.00.00;23;32.8;26.2;84;0;3.8;3;0;0;0
2009-04-22 00.00.00;23;32.4;26.8;83;1.2;6.2;3;1;0;0
2009-04-23 00.00.00;23;32;26;87;0;4.5;3;1;0;0
2009-04-24 00.00.00;22;31;26.5;84;0.3;2.6;1;1;0;0
2009-04-25 00.00.00;22;33.2;26.5;79;0;5;2;0;0;0
2009-04-26 00.00.00;22;33;26.5;81;0;3.8;5;1;0;0
2009-04-27 00.00.00;22;32.2;25.2;86;0.2;3.5;3;1;0;0
2009-04-28 00.00.00;22;31.9;26;85;18.6;4.5;3;1;0;0
2009-04-29 00.00.00;23;32.5;27;84;4.6;5.4;2;1;0;0
2009-04-30 00.00.00;23;32.6;26.3;88;24.1;4.2;2;0;0;0
2009-05-01 00.00.00;23;31.8;26.4;86;43.6;6.2;3;1;0;0
2009-05-02 00.00.00;22;31.8;26.2;82;29.4;5.2;2;1;0;0
2009-05-03 00.00.00;23;32.4;25.9;84;0;6;3;0;0;0
2009-05-04 00.00.00;22;32.2;25.5;85;1.5;6.6;2;1;0;0
2009-05-05 00.00.00;22;32.2;26.8;82;59.5;7.8;2;0;0;0
2009-05-06 00.00.00;23;30.8;26.3;87;115.1;3.7;2;1;0;0
2009-05-07 00.00.00;24;32.6;27.1;88;79.45;6.6;2;0;0;0
2009-05-08 00.00.00;23;30.6;25.9;92;43.8;2.2;1;1;0;0
2009-05-09 00.00.00;23;30.9;25.9;89;16;4.1;1;0;0;0
2009-05-10 00.00.00;23;31.5;26.6;83;0;4.6;5;0;0;0
2009-05-11 00.00.00;23;28.8;23.6;94;18.4;0;2;1;0;0
2009-05-12 00.00.00;22;29.4;25.3;87;39.2;3.9;1;0;0;0
2009-05-13 00.00.00;22;31;25.2;88;26.5;4.5;1;0;0;0
2009-05-14 00.00.00;24;30;25.6;90;13.8;1.3;0;0;0;0
2009-05-15 00.00.00;24;30.9;26.3;87;0.4;4.1;1;0;0;0
2009-05-16 00.00.00;23;31.8;25.9;82;0.2;4.4;1;0;0;0
2009-05-17 00.00.00;23;32;26.6;81;0;6.7;5;0;0;0
2009-05-18 00.00.00;23;31.2;24.6;90;1.3;3.7;3;2;0;0
2009-05-19 00.00.00;23;31.4;26.1;90;2.6;5.4;2;1;0;0
2009-05-20 00.00.00;25;32.3;27.1;85;3.2;6.3;2;1;0;0
2009-05-21 00.00.00;23;31.8;24.9;94;0.1;3.5;3;1;0;0
2009-05-22 00.00.00;23;32.1;26.3;85;57.8;6.4;4;1;0;0
2009-05-23 00.00.00;24;33;26.6;84;0.3;5.3;2;1;0;0
2009-05-24 00.00.00;23;32.5;26.9;83;9;7.1;2;0;0;0
2009-05-25 00.00.00;21;32.8;25.8;84;37.5;8;1;1;0;0
2009-05-26 00.00.00;23;32.7;26.6;79;0;6.2;2;0;0;0
2009-05-27 00.00.00;21;33.2;26;77;0.4;7.9;2;1;0;0
2009-05-28 00.00.00;21;32.8;25.9;79;0;8;2;1;0;0
2009-05-29 00.00.00;23;33;27.2;78;0;7.3;2;1;0;0
2009-05-30 00.00.00;23;32.3;26.5;81;0;5.7;2;1;0;0
2009-05-31 00.00.00;24;32.4;26.9;85;79;8;2;0;0;0
2009-06-01 00.00.00;23;32.2;26.1;88;2.6;6.1;0;0;0;0
2009-06-02 00.00.00;23;32.2;25.7;84;0.2;4.8;2;0;0;0
2009-06-03 00.00.00;23;31.8;26.4;86;12.5;5.6;2;1;0;0
2009-06-04 00.00.00;23;32.2;26.3;85;77.9;7;3;1;0;0
2009-06-05 00.00.00;23;31.6;26.2;84;3.9;5;2;1;0;0
2009-06-06 00.00.00;23;31.7;26.1;84;24.2;7.3;0;0;0;0
2009-06-07 00.00.00;23;31.3;26.4;83;0;7.4;1;0;0;0
2009-06-08 00.00.00;23;31.6;25.9;82;0;3.4;3;0;0;0
2009-06-09 00.00.00;23;31.8;26.3;81;0;1.9;0;1;0;0
2009-06-10 00.00.00;23;32.5;25.9;82;0;5.3;3;0;0;0
2009-06-11 00.00.00;23;31.9;26.2;81;2.5;5.6;2;1;0;0
2009-06-12 00.00.00;23;32;26.6;82;5;7.6;2;0;0;0
2009-06-13 00.00.00;23;32.4;26.2;83;13;7.5;3;1;0;0
2009-06-14 00.00.00;23;32.4;26.4;83;21.4;7.6;2;1;0;0
2009-06-15 00.00.00;23;32.2;25.9;85;0;6.3;4;1;0;0
2009-06-16 00.00.00;22;30.9;25.7;85;2.8;4.9;1;1;0;0
2009-06-17 00.00.00;23;31.6;26.2;87;29.7;6.8;1;0;0;0
2009-06-18 00.00.00;23;31.6;26.1;85;18;7.8;1;0;0;0
2009-06-19 00.00.00;22;32.3;26.1;81;0;7.9;3;0;0;0
2009-06-20 00.00.00;22;32.2;26.3;82;0;7.9;0;1;0;0
2009-06-21 00.00.00;23;32.8;27.2;77;0;7.9;1;0;0;0
2009-06-22 00.00.00;24;32.2;27.1;78;0;6.9;1;0;0;0
2009-06-23 00.00.00;23;31.6;25.8;85;0;6.5;3;0;0;0
2009-06-24 00.00.00;23;30.4;25.3;88;4.6;3.1;4;1;0;0
2009-06-25 00.00.00;22;31.3;25.2;85;28;7.6;2;0;0;0
2009-06-26 00.00.00;22;32;25.5;84;0;6.6;3;0;0;0
2009-06-27 00.00.00;23;31.4;26.4;81;0;6.8;2;1;0;0
2009-06-28 00.00.00;22;32;26.4;78;0;7.4;2;0;0;0
2009-06-29 00.00.00;23;32.2;25.7;84;0;7;2;0;0;0
2009-06-30 00.00.00;23;31;25.4;86;94.3;6.1;0;1;0;0
2009-07-01 00.00.00;23;31.9;25.9;84;0;6;1;0;0;0
2009-07-02 00.00.00;22;32;26.2;78;1;8;2;0;0;0
2009-07-03 00.00.00;23;31.5;26.3;84;2.5;7.1;2;0;0;0
2009-07-04 00.00.00;23;31.8;26;88;36.9;5.8;2;1;0;0
2009-07-05 00.00.00;23;31.8;26.4;82;4.1;5.9;2;0;0;0
2009-07-06 00.00.00;22;32.2;26.2;81;1.6;7.8;3;0;0;0
2009-07-07 00.00.00;22;32.8;26.2;76;0;8;2;0;0;0
2009-07-08 00.00.00;22;31.9;26;78;0;7;3;0;0;0
2009-07-09 00.00.00;23;32.3;26.3;80;0;7.8;3;0;0;0
2009-07-10 00.00.00;22;32.2;26;77;0;8;3;1;0;0
2009-07-11 00.00.00;22;32.9;25.8;74;0;8;2;1;0;0
2009-07-12 00.00.00;21;32.1;25.1;68;0;8;3;1;0;0
2009-07-13 00.00.00;21;31.4;25.2;71;0;7.7;3;1;0;0
2009-07-14 00.00.00;19;31.4;23.8;72;0;8;2;0;0;0
2009-07-15 00.00.00;20;32.5;25;74;0;8;1;0;0;0
2009-07-16 00.00.00;22;32.8;26;72;0;8;2;0;0;0
2009-07-17 00.00.00;23;33;26.2;69;0;7.7;3;1;0;0
2009-07-18 00.00.00;23;31.8;26.4;75;1;6.4;2;2;0;0
2009-07-19 00.00.00;22;32.6;26.6;71;0;7.9;3;1;0;0
2009-07-20 00.00.00;24;33;27.7;70;0;7.2;3;1;0;0
2009-07-21 00.00.00;22;32.9;26.9;72;0;7.1;2;1;0;0
2009-07-22 00.00.00;22;32.6;26.6;80;2.7;8;3;1;0;0
2009-07-23 00.00.00;22;32.4;25.9;80;33.5;7.3;2;1;0;0
2009-07-24 00.00.00;24;32.5;25.9;83;0.2;6.9;2;1;0;0
2009-07-25 00.00.00;23;29.8;24.7;92;40.6;2.3;2;1;0;0
2009-07-26 00.00.00;23;30.6;25.8;86;7;4;2;0;0;0
2009-07-27 00.00.00;22;31.5;25.8;75;3.5;8;2;0;0;0
2009-07-28 00.00.00;18;32.8;24.2;76;0;8;0;1;0;0
2009-07-29 00.00.00;22;32.6;26;70;0;7.4;1;1;0;0
2009-07-30 00.00.00;21;32.1;25.5;70;0;7.8;1;1;0;0
2009-07-31 00.00.00;20;32;24.3;72;0;7.4;0;1;0;0
2009-08-01 00.00.00;21;32.6;25.8;67;0;8;2;1;0;0
2009-08-02 00.00.00;21;32.3;25.5;70;0;7.7;1;1;0;0
2009-08-03 00.00.00;20;32.2;25;66;0;8;4;1;0;0
2009-08-04 00.00.00;19;32.3;25.3;74;0;7.7;2;0;0;0
2009-08-05 00.00.00;22;32.2;25.9;78;0.6;7;2;1;0;0
2009-08-06 00.00.00;21;33;26;70;0;7.9;2;1;0;0
2009-08-07 00.00.00;21;32.8;26.1;75;0;7.4;2;1;0;0
2009-08-08 00.00.00;22;32.4;26.6;76;0;7.4;2;0;0;0
2009-08-09 00.00.00;22;32.5;26.4;70;0;8;3;1;0;0
2009-08-10 00.00.00;22;33.2;26.2;76;0;7.8;2;1;0;0
2009-08-11 00.00.00;23;33;26.6;76;0;6.3;2;1;0;0
2009-08-12 00.00.00;23;32.8;27;80;0;7;1;0;0;0
2009-08-13 00.00.00;24;33.1;27.4;78;0;7;2;0;0;0
2009-08-14 00.00.00;24;33.4;27.1;80;0;6.1;2;1;0;0
2009-08-15 00.00.00;23;33.4;26.3;80;0.7;6.5;2;1;0;0
2009-08-16 00.00.00;23;33;26.8;76;0;7.3;2;1;0;0
2009-08-17 00.00.00;23;32;25.9;82;0;5.4;2;1;0;0
2009-08-18 00.00.00;23;33.2;25.6;86;6.5;7.6;4;1;0;0
2009-08-19 00.00.00;22;33.3;26.3;76;15.7;8;2;1;0;0
2009-08-20 00.00.00;21;33.6;25.8;74;0;7.4;2;1;0;0
2009-08-21 00.00.00;22;32.1;25.9;75;2.3;7.4;3;1;0;0
2009-08-22 00.00.00;22;33.5;26.3;72;0;7.7;2;1;0;0
2009-08-23 00.00.00;22;33.6;26.5;74;0;8;2;1;0;0
2009-08-24 00.00.00;22;33.2;26.6;72;0;7.5;3;1;0;0
2009-08-25 00.00.00;24;32.6;26.8;74;0.9;7.7;2;2;0;0
2009-08-26 00.00.00;22;33;26;78;3.65;7.2;2;1;0;0
2009-08-27 00.00.00;22;31.8;25.8;81;6.4;5.4;4;1;0;0
2009-08-28 00.00.00;21;33.4;26;72;0;8;3;1;0;0
2009-08-29 00.00.00;23;32;26.5;74;0;5.7;0;1;0;0
2009-08-30 00.00.00;23;32.8;27.1;71;0;6.9;1;0;0;0
2009-08-31 00.00.00;23;34.2;27.2;74;0;7.6;2;0;0;0
2009-09-01 00.00.00;23;33.6;27;77;0;4.5;2;1;0;0
2009-09-02 00.00.00;24;32.8;26.8;80;0.5;4.2;3;1;0;0
2009-09-03 00.00.00;23;33.2;27.2;71;0;5.5;2;1;0;0
2009-09-04 00.00.00;22;34.4;26.7;70;1.8;6.6;3;1;0;0
2009-09-05 00.00.00;23;33.8;27;76;0;5;2;1;0;0
2009-09-06 00.00.00;24;34.5;28.2;70;0;6.2;2;1;0;0
2009-09-07 00.00.00;22;34.6;27.1;69;0;6.6;3;2;0;0
2009-09-08 00.00.00;22;35;27;71;0;6.3;3;1;0;0
2009-09-09 00.00.00;22;35.4;26.5;76;0;6;4;1;0;0
2009-09-10 00.00.00;23;34.2;26.5;79;29;5.8;3;1;0;0
2009-09-11 00.00.00;24;33;26.3;85;2;3.8;3;1;0;0
2009-09-12 00.00.00;22;33.8;26.7;79;21;5.4;3;1;0;0
2009-09-13 00.00.00;23;33.8;27.3;74;0;5.4;1;1;0;0
2009-09-14 00.00.00;22;34.5;26.7;69;0;6.4;0;0;0;0
2009-09-15 00.00.00;22;34;26.5;74;0;5;3;1;0;0
2009-09-16 00.00.00;24;32;25.6;85;0;2.3;2;1;0;0
2009-09-17 00.00.00;23;33;25.6;87;35.5;5.5;3;1;0;0
2009-09-18 00.00.00;22;33.6;25.9;82;28;5.8;3;1;0;0
2009-09-19 00.00.00;23;33.5;25.6;83;10;5.4;1;1;0;0
2009-09-20 00.00.00;22;33.4;26.2;75;9.4;6.2;2;1;0;0
2009-09-21 00.00.00;20;33.4;25.6;73;0;6.5;3;1;0;0
2009-09-22 00.00.00;21;33.2;26.3;71;0;6.2;3;1;0;0
2009-09-23 00.00.00;23;32.5;26.6;74;5.533333333;4.1;1;2;0;0
2009-09-24 00.00.00;23;33.4;26.3;80;11.06666667;4.8;3;1;0;0
2009-09-25 00.00.00;24;33.8;26.8;81;16.6;5.8;2;2;0;0
2009-09-26 00.00.00;22;34;26.9;72;3;6.6;2;1;0;0
2009-09-27 00.00.00;22;33.6;26.8;70;0;5.8;0;2;0;0
2009-09-28 00.00.00;22;33.6;26.8;70;0;6.3;2;1;0;0
2009-09-29 00.00.00;22;34.2;27.5;66;0;6.5;2;1;0;0
2009-09-30 00.00.00;23;33.4;27.4;70;0;5.6;2;1;0;0
2009-10-01 00.00.00;23;34;26.8;74;0;7.6;3;1;0;1
2009-10-02 00.00.00;22;33.8;26;82;33.9;6.7;2;1;0;1
2009-10-03 00.00.00;23;31.4;25.4;89;27;4.6;3;1;0;1
2009-10-04 00.00.00;24;30;25.5;90;55.2;0.8;3;1;0;1
2009-10-05 00.00.00;24;30.2;25.8;89;0.4;2.4;2;1;0;1
2009-10-06 00.00.00;23;29.9;25.2;88;35;2;2;1;0;1
2009-10-07 00.00.00;23;31.7;25.4;85;0;5.2;2;0;0;1
2009-10-08 00.00.00;23;32.4;26.5;78;1.3;6.8;2;1;0;1
2009-10-09 00.00.00;23;32.8;27.4;77;0.65;8;1;1;0;1
2009-10-10 00.00.00;24;32.5;26.6;80;0;5.1;3;1;0;1
2009-10-11 00.00.00;23;32.6;25.9;85;12;5.3;2;1;0;1
2009-10-12 00.00.00;23;32.8;25.9;81;5.3;5.8;3;0;0;1
2009-10-13 00.00.00;23;31.8;25.8;84;3;2.7;2;1;0;1
2009-10-14 00.00.00;22;33.2;25.9;83;1;6.3;2;1;0;1
2009-10-15 00.00.00;23;32.2;25.6;86;12;5.4;2;1;0;1
2009-10-16 00.00.00;23;33.2;27.3;80;4.2;8;2;1;0;1
2009-10-17 00.00.00;23;33.6;27.2;74;0;8;2;1;0;1
2009-10-18 00.00.00;22;33.3;26.1;84;35.5;7.4;2;1;0;1
2009-10-19 00.00.00;22;34.3;27.5;74;4.6;8;4;0;0;1
2009-10-20 00.00.00;23;34.2;27.5;71;0;8;2;1;0;1
2009-10-21 00.00.00;22;32.6;26.1;80;0;5.8;2;1;0;1
2009-10-22 00.00.00;22;33.8;25.7;84;0.5;7.1;2;1;0;1
2009-10-23 00.00.00;22;33.2;25.9;81;42.6;6.9;4;1;0;1
2009-10-24 00.00.00;23;31.4;24.6;90;26;3.7;3;1;0;1
2009-10-25 00.00.00;22;33.2;25.7;83;63;7.4;2;1;0;1
2009-10-26 00.00.00;23;31.4;25.3;85;0;4.1;2;0;0;1
2009-10-27 00.00.00;23;32.6;25.6;82;1.2;5.1;2;1;0;1
2009-10-28 00.00.00;22;33.2;25.1;84;4.1;7.6;4;1;0;1
2009-10-29 00.00.00;23;33.2;26.3;83;46.4;7.5;2;1;0;1
2009-10-30 00.00.00;21;33.4;25.9;76;24;8;1;0;0;1
2009-10-31 00.00.00;24;33.3;26.4;82;1.6;6.4;2;1;0;1
2009-11-01 00.00.00;23;32.8;27.5;78;23.1;8;2;1;0;1
2009-11-02 00.00.00;23;33.4;27.1;78;0;8;1;0;0;1
2009-11-03 00.00.00;23;34.3;27.4;76;0;7.9;0;1;0;1
2009-11-04 00.00.00;23;34;27.8;76;0;7.8;3;1;0;1
2009-11-05 00.00.00;25;33.8;28;75;0;5.4;1;1;0;1
2009-11-06 00.00.00;24;32.5;26.9;85;0;4.4;5;1;0;1
2009-11-07 00.00.00;23;33.2;26.9;84;38.5;6.6;2;1;0;1
2009-11-08 00.00.00;23;33.2;27.7;76;21.4;5.5;1;1;0;1
2009-11-09 00.00.00;24;33;27;82;4.3;5.2;2;1;0;1
2009-11-10 00.00.00;24;32.6;26.8;84;1.5;3.8;2;1;0;1
2009-11-11 00.00.00;24;32;26.7;86;2.8;3.3;1;0;0;1
2009-11-12 00.00.00;23;31.6;25.9;88;20.1;3.6;0;1;0;1
2009-11-13 00.00.00;23;32.6;26;86;14.55;5.2;3;0;0;1
2009-11-14 00.00.00;22;32.6;25.8;84;9;6.6;2;1;0;1
2009-11-15 00.00.00;23;32;25;89;78.2;4.9;4;1;0;1
2009-11-16 00.00.00;24;30.4;25.5;89;3.9;3.1;2;1;0;1
2009-11-17 00.00.00;23;30.8;25.5;90;1.9;3.7;3;0;0;1
2009-11-18 00.00.00;23;28.6;25.4;87;47.5;0.6;2;1;0;1
2009-11-19 00.00.00;23;31.4;25.3;91;37;4.6;2;1;0;1
2009-11-20 00.00.00;23;30.8;25.8;86;26.5;2.9;2;1;0;1
2009-11-21 00.00.00;23;31;25.6;88;17.25;3.5;3;1;0;1
2009-11-22 00.00.00;23;30;25.5;84;8;2.5;3;1;0;1
2009-11-23 00.00.00;22;31.2;26;78;13.3;2.3;2;2;0;1
2009-11-24 00.00.00;23;30;25.4;86;0;2.1;4;1;0;1
2009-11-25 00.00.00;22;29;25;87;44;1;3;2;0;1
2009-11-26 00.00.00;23;28.2;24.7;93;12.8;0.4;2;1;0;1
